date,time_of_day,Gb(i),Gd(i),Gr(i),H_sun,T2m,1.93,0
24/01/2023,13:09,557.01,47,0,32.44,2.97,1.24,0
24/01/2023,14:09,0,95,0,28.21,2.69,1.24,0
24/01/2023,15:09,0,85,0,21.3,2.42,1.24,0
24/01/2023,16:09,83,81,0,12.43,1.76,1.1,0
24/01/2023,17:09,0,3,0,2.25,1.2,1.03,0
24/01/2023,18:09,0,0,0,0,0,0.76,0
24/01/2023,19:09,0,0,0,0,-1.2,0.48,0
24/01/2023,20:09,0,0,0,0,-1.54,0.34,0
24/01/2023,21:09,0,0,0,0,-2.04,0.34,0
24/01/2023,22:09,0,0,0,0,-2.16,0.28,0
24/01/2023,23:09,0,0,0,0,-2.03,0.14,0
25/01/2023,00:09,0,0,0,0,-2.05,0.34,0
25/01/2023,01:09,0,0,0,0,-2.44,0.28,0
25/01/2023,02:09,0,0,0,0,-2.25,0.41,0
25/01/2023,03:09,0,0,0,0,-2.48,0.97,0
25/01/2023,04:09,0,0,0,0,-2.73,1.17,0
25/01/2023,05:09,0,0,0,0,-2.9,1.45,0
25/01/2023,06:09,0,0,0,0,-3.05,1.72,0
25/01/2023,07:09,0,0,0,0,-3.46,2.07,0
25/01/2023,08:09,89.01,28,0,7.89,-3.5,1.93,0
25/01/2023,09:09,203.01,79,0,17.47,-1.75,1.66,0
25/01/2023,10:09,397.01,61,0,25.42,0.63,1.24,0
25/01/2023,11:09,495.01,69,0,31.04,2.39,1.1,0
25/01/2023,12:09,519.01,83,0,33.6,3.71,1.03,0
25/01/2023,13:09,565.01,46,0,32.69,4.52,0.83,0
25/01/2023,14:09,375.01,110,0,28.46,4.76,0.62,0
25/01/2023,15:09,343.01,46,0,21.53,4.64,0.55,0
25/01/2023,16:09,166.01,40,0,12.65,4.28,0.62,0
25/01/2023,17:09,1,9.83,0,2.45,3.45,0.76,0
25/01/2023,18:09,0,0,0,0,1.74,0.97,0
25/01/2023,19:09,0,0,0,0,0.89,1.03,0
25/01/2023,20:09,0,0,0,0,1.14,1.03,0
25/01/2023,21:09,0,0,0,0,0.67,1.17,0
25/01/2023,22:09,0,0,0,0,0.23,1.24,0
25/01/2023,23:09,0,0,0,0,-0.13,1.38,0
26/01/2023,00:09,0,0,0,0,-0.45,1.52,0
26/01/2023,01:09,0,0,0,0,-1.06,1.38,0
26/01/2023,02:09,0,0,0,0,-1.82,1.72,0
26/01/2023,03:09,0,0,0,0,-2.14,2.9,0
26/01/2023,04:09,0,0,0,0,-2.56,3.1,0
26/01/2023,05:09,0,0,0,0,-2.97,3.17,0
26/01/2023,06:09,0,0,0,0,-3.51,3.1,0
26/01/2023,07:09,0,0,0,0,-3.61,2.9,0
26/01/2023,08:09,85.01,31,0,8.02,-3.06,2.62,0
26/01/2023,09:09,250.01,52,0,17.63,-0.03,2.28,0
26/01/2023,10:09,398.01,62,0,25.61,1.46,1.66,0
26/01/2023,11:09,475.01,81,0,31.26,2.17,1.1,0
26/01/2023,12:09,519.01,84,0,33.85,2.91,0.69,0
26/01/2023,13:09,193.01,255,0,32.95,3.13,0.55,0
26/01/2023,14:09,13,215,0,28.71,3.31,0.62,0
26/01/2023,15:09,5,147,0,21.77,3.07,0.62,0
26/01/2023,16:09,87,84,0,12.88,2.51,0.62,0
26/01/2023,17:09,1,11.82,0,2.66,1.55,0.62,0
26/01/2023,18:09,0,0,0,0,0.38,0.69,0
26/01/2023,19:09,0,0,0,0,-0.8,0.76,0
26/01/2023,20:09,0,0,0,0,-0.86,0.83,0
26/01/2023,21:09,0,0,0,0,-1.33,0.97,0
26/01/2023,22:09,0,0,0,0,-1.55,1.03,0
26/01/2023,23:09,0,0,0,0,-1.65,1.1,0
27/01/2023,00:09,0,0,0,0,-1.84,1.17,0
27/01/2023,01:09,0,0,0,0,-2,1.03,0
27/01/2023,02:09,0,0,0,0,-2.08,1.45,0
27/01/2023,03:09,0,0,0,0,-2.36,2,0
27/01/2023,04:09,0,0,0,0,-2.78,2.07,0
27/01/2023,05:09,0,0,0,0,-3.13,2.14,0
27/01/2023,06:09,0,0,0,0,-3.31,2.28,0
27/01/2023,07:09,0,0,0,0,-3.74,2.34,0
27/01/2023,08:09,89.01,31,0,8.16,-3.27,2.41,0
27/01/2023,09:09,245.01,57,0,17.8,-0.87,2.41,0
27/01/2023,10:09,404.01,62,0,25.81,0.43,2.07,0
27/01/2023,11:09,496.01,73,0,31.49,1.5,1.52,0
27/01/2023,12:09,541.01,76,0,34.1,2.39,0.69,0
27/01/2023,13:09,518.01,79,0,33.21,3.34,0.55,0
27/01/2023,14:09,461.01,64,0,28.96,3.71,0.48,0
27/01/2023,15:09,314.01,67,0,22.01,3.66,0.41,0
27/01/2023,16:09,180.01,37,0,13.1,3.1,0.48,0
27/01/2023,17:09,0,9,0,2.87,2.11,0.48,0
27/01/2023,18:09,0,0,0,0,0.83,0.48,0
27/01/2023,19:09,0,0,0,0,0.33,0.55,0
27/01/2023,20:09,0,0,0,0,-0.12,0.62,0
27/01/2023,21:09,0,0,0,0,-0.71,0.62,0
27/01/2023,22:09,0,0,0,0,-1.13,0.55,0
27/01/2023,23:09,0,0,0,0,-1.45,0.48,0
28/01/2023,00:09,0,0,0,0,-1.61,0.41,0
28/01/2023,01:09,0,0,0,0,-1.72,0.41,0
28/01/2023,02:09,0,0,0,0,-1.9,0.62,0
28/01/2023,03:09,0,0,0,0,-2.14,0.97,0
28/01/2023,04:09,0,0,0,0,-2.39,1.17,0
28/01/2023,05:09,0,0,0,0,-2.57,1.17,0
28/01/2023,06:09,0,0,0,0,-2.82,1.1,0
28/01/2023,07:09,0,0,0,0,-3,1.31,0
28/01/2023,08:09,97.01,29,0,8.31,-2.96,1.38,0
28/01/2023,09:09,241.01,62,0,17.97,-1.38,1.72,0
28/01/2023,10:09,392.01,71,0,26.01,0.63,1.72,0
28/01/2023,11:09,487.01,81,0,31.72,2.19,1.31,0
28/01/2023,12:09,523.01,89,0,34.36,3.35,1.03,0
28/01/2023,13:09,517.01,82,0,33.47,4.25,0.62,0
28/01/2023,14:09,461.01,67,0,29.22,4.93,0.48,0
28/01/2023,15:09,302.01,78,0,22.25,5.06,0.76,0
28/01/2023,16:09,138.01,64,0,13.33,4.82,0.9,0
28/01/2023,17:09,2,15.58,0,3.08,3.73,0.97,0
28/01/2023,18:09,0,0,0,0,1.96,0.9,0
28/01/2023,19:09,0,0,0,0,0.28,0.9,0
28/01/2023,20:09,0,0,0,0,0.47,0.83,0
28/01/2023,21:09,0,0,0,0,-0.14,0.76,0
28/01/2023,22:09,0,0,0,0,-0.66,0.76,0
28/01/2023,23:09,0,0,0,0,-1.15,0.83,0
29/01/2023,00:09,0,0,0,0,-1.8,0.97,0
29/01/2023,01:09,0,0,0,0,-1.91,0.9,0
29/01/2023,02:09,0,0,0,0,-2.01,0.76,0
29/01/2023,03:09,0,0,0,0,-1.98,1.1,0
29/01/2023,04:09,0,0,0,0,-2.02,1.31,0
29/01/2023,05:09,0,0,0,0,-2.14,1.38,0
29/01/2023,06:09,0,0,0,0,-2.19,1.31,0
29/01/2023,07:09,0,0,0,0,-2.94,1.24,0
29/01/2023,08:09,88.01,34,0,8.46,-2.78,1.52,0
29/01/2023,09:09,244.01,62,0,18.14,0.3,1.66,0
29/01/2023,10:09,396.01,71,0,26.22,2.61,1.38,0
29/01/2023,11:09,491.01,81,0,31.96,3.82,1.45,0
29/01/2023,12:09,537.01,83,0,34.62,4.8,1.31,0
29/01/2023,13:09,528.01,79,0,33.74,5.43,1.31,0
29/01/2023,14:09,447.01,78,0,29.49,5.61,1.24,0
29/01/2023,15:09,189.01,146,0,22.5,5.5,1.17,0
29/01/2023,16:09,29,107,0,13.55,4.67,1.24,0
29/01/2023,17:09,0,12,0,3.29,3.31,1.17,0
29/01/2023,18:09,0,0,0,0,1.24,1.03,0
29/01/2023,19:09,0,0,0,0,0.04,0.97,0
29/01/2023,20:09,0,0,0,0,-1.12,0.97,0
29/01/2023,21:09,0,0,0,0,-1.24,0.83,0
29/01/2023,22:09,0,0,0,0,-1.43,0.76,0
29/01/2023,23:09,0,0,0,0,-1.56,0.76,0
30/01/2023,00:09,0,0,0,0,-1.69,0.97,0
30/01/2023,01:09,0,0,0,0,-1.46,1.1,0
30/01/2023,02:09,0,0,0,0,-1.36,2,0
30/01/2023,03:09,0,0,0,0,-1.7,2.76,0
30/01/2023,04:09,0,0,0,0,-2.06,2.9,0
30/01/2023,05:09,0,0,0,0,-2.24,3.1,0
30/01/2023,06:09,0,0,0,0,-2.47,3.03,0
30/01/2023,07:09,0,0,0,0,-2.68,2.9,0
30/01/2023,08:09,90.01,35,0,8.61,-2.76,2.76,0
30/01/2023,09:09,248.01,61,0,18.33,-0.17,2.55,0
30/01/2023,10:09,384.01,78,0,26.43,2.03,1.79,0
30/01/2023,11:09,491.01,81,0,32.21,3.4,1.45,0
30/01/2023,12:09,508.01,102,0,34.89,4.72,1.24,0
30/01/2023,13:09,474.01,114,0,34.02,5.64,1.1,0
30/01/2023,14:09,415.01,99,0,29.75,5.98,0.97,0
30/01/2023,15:09,307.01,79,0,22.75,6.01,1.03,0
30/01/2023,16:09,172.01,48,0,13.78,5.61,1.1,0
30/01/2023,17:09,1,16.8,0,3.5,4.5,1.1,0
30/01/2023,18:09,0,0,0,0,2.79,1.1,0
30/01/2023,19:09,0,0,0,0,1.2,1.1,0
30/01/2023,20:09,0,0,0,0,0.69,1.24,0
30/01/2023,21:09,0,0,0,0,0.79,1.24,0
30/01/2023,22:09,0,0,0,0,-0.08,1.31,0
30/01/2023,23:09,0,0,0,0,-1.01,1.31,0
31/01/2023,00:09,0,0,0,0,-1.31,1.45,0
31/01/2023,01:09,0,0,0,0,-1.63,1.24,0
31/01/2023,02:09,0,0,0,0,-2.07,0.62,0
31/01/2023,03:09,0,0,0,0,-2.67,0.55,0
31/01/2023,04:09,0,0,0,0,-3.1,0.9,0
31/01/2023,05:09,0,0,0,0,-3.42,0.97,0
31/01/2023,06:09,0,0,0,0,-3.59,1.1,0
31/01/2023,07:09,0,0,0,0,-3.7,1.38,0
31/01/2023,08:09,90.01,38,0,8.77,-2.99,1.52,0
31/01/2023,09:09,248.01,66,0,18.51,1.65,1.59,0
31/01/2023,10:09,407.01,71,0,26.65,5.25,1.17,0
31/01/2023,11:09,504.01,81,0,32.46,6.96,0.83,0
31/01/2023,12:09,531.01,96,0,35.16,8.21,0.48,0
31/01/2023,13:09,526.01,88,0,34.3,9.09,0.76,0
31/01/2023,14:09,460.01,78,0,30.02,9.55,1.03,0
31/01/2023,15:09,311.01,83,0,23,9.6,1.17,0
31/01/2023,16:09,180.01,49,0,14.02,9.05,1.31,0
31/01/2023,17:09,1,18.79,0,3.71,7.76,1.38,0
31/01/2023,18:09,0,0,0,0,5.56,1.38,0
31/01/2023,19:09,0,0,0,0,5.19,1.45,0
31/01/2023,20:09,0,0,0,0,4.18,1.45,0
31/01/2023,21:09,0,0,0,0,3.32,1.45,0
31/01/2023,22:09,0,0,0,0,2.24,1.45,0
31/01/2023,23:09,0,0,0,0,0.59,1.38,0
01/02/2023,00:09,0,0,0,0,-0.48,1.52,0
01/02/2023,01:09,0,0,0,0,-1.15,1.31,0
01/02/2023,02:09,0,0,0,0,-1.69,0.62,0
01/02/2023,03:09,0,0,0,0,-2,0.07,0
01/02/2023,04:09,0,0,0,0,-2.25,0.41,0
01/02/2023,05:09,0,0,0,0,-2.36,0.55,0
01/02/2023,06:09,0,0,0,0,-2.4,0.69,0
01/02/2023,07:09,0,0,0,0,-2.86,0.76,0
01/02/2023,08:09,85,43,0,8.94,-2.15,0.76,0
01/02/2023,09:09,227.01,81,0,18.71,2.5,0.83,0
01/02/2023,10:09,361.01,103,0,26.88,6.42,0.83,0
01/02/2023,11:09,474.01,104,0,32.72,8.05,0.55,0
01/02/2023,12:09,491.01,125,0,35.44,9.12,0.28,0
01/02/2023,13:09,504.01,107,0,34.58,9.8,0.55,0
01/02/2023,14:09,432.01,100,0,30.3,10.19,0.76,0
01/02/2023,15:09,300.01,94,0,23.26,10.18,0.83,0
01/02/2023,16:09,168.01,60,0,14.25,9.7,0.76,0
01/02/2023,17:09,2,19.59,0,3.93,8.5,0.76,0
01/02/2023,18:09,0,0,0,0,6.82,0.76,0
01/02/2023,19:09,0,0,0,0,6.03,0.76,0
01/02/2023,20:09,0,0,0,0,4.93,0.69,0
01/02/2023,21:09,0,0,0,0,3.88,0.69,0
01/02/2023,22:09,0,0,0,0,3.1,0.69,0
01/02/2023,23:09,0,0,0,0,2.45,0.69,0
02/02/2023,00:09,0,0,0,0,1.88,0.76,0
02/02/2023,01:09,0,0,0,0,1.2,0.55,0
02/02/2023,02:09,0,0,0,0,0.53,0.62,0
02/02/2023,03:09,0,0,0,0,0.07,1.31,0
02/02/2023,04:09,0,0,0,0,-0.25,1.79,0
02/02/2023,05:09,0,0,0,0,-0.54,2.07,0
02/02/2023,06:09,0,0,0,0,-0.79,2.21,0
02/02/2023,07:09,0,0,0,0,-1.16,2.41,0
02/02/2023,08:09,83,46,0,9.11,-0.49,2.48,0
02/02/2023,09:09,229.01,82,0,18.91,1.32,2.34,0
02/02/2023,10:09,363.01,103,0,27.11,3.5,1.72,0
02/02/2023,11:09,459.01,115,0,32.98,5.49,1.45,0
02/02/2023,12:09,558.01,88,0,35.73,7.04,1.38,0
02/02/2023,13:09,498.01,113,0,34.87,8.12,1.03,0
02/02/2023,14:09,447.01,94,0,30.58,8.84,0.62,0
02/02/2023,15:09,318.01,86,0,23.51,9.09,0.62,0
02/02/2023,16:09,171.01,60,0,14.48,8.78,0.76,0
02/02/2023,17:09,2,20.59,0,4.14,7.76,0.9,0
02/02/2023,18:09,0,0,0,0,6.12,0.97,0
02/02/2023,19:09,0,0,0,0,4.09,1.03,0
02/02/2023,20:09,0,0,0,0,4.44,1.03,0
02/02/2023,21:09,0,0,0,0,3.84,1.1,0
02/02/2023,22:09,0,0,0,0,3.23,1.17,0
02/02/2023,23:09,0,0,0,0,2.8,1.24,0
03/02/2023,00:09,0,0,0,0,2.51,1.17,0
03/02/2023,01:09,0,0,0,0,2.37,1.03,0
03/02/2023,02:09,0,0,0,0,2.26,0.21,0
03/02/2023,03:09,0,0,0,0,2.18,0.69,0
03/02/2023,04:09,0,0,0,0,2.07,1.31,0
03/02/2023,05:09,0,0,0,0,1.93,1.79,0
03/02/2023,06:09,0,0,0,0,1.72,2.14,0
03/02/2023,07:09,0,0,0,0,1.32,2.55,0
03/02/2023,08:09,91,45,0,9.29,1.64,2.55,0
03/02/2023,09:09,237.01,82,0,19.11,3.49,2.48,0
03/02/2023,10:09,367.01,107,0,27.35,6.97,1.66,0
03/02/2023,11:09,480.01,109,0,33.25,8.89,1.45,0
03/02/2023,12:09,496.01,132,0,36.02,10.12,1.38,0
03/02/2023,13:09,492.01,124,0,35.17,10.91,1.1,0
03/02/2023,14:09,447.01,100,0,30.86,11.36,1.03,0
03/02/2023,15:09,313.01,94,0,23.77,11.34,1.03,0
03/02/2023,16:09,176.01,62,0,14.72,10.8,0.97,0
03/02/2023,17:09,3,23.33,0,4.36,9.46,0.9,0
03/02/2023,18:09,0,0,0,0,7.17,0.83,0
03/02/2023,19:09,0,0,0,0,5.1,0.83,0
03/02/2023,20:09,0,0,0,0,5.28,0.83,0
03/02/2023,21:09,0,0,0,0,4.56,0.9,0
03/02/2023,22:09,0,0,0,0,3.77,1.03,0
03/02/2023,23:09,0,0,0,0,3.25,1.17,0
04/02/2023,00:09,0,0,0,0,2.86,1.38,0
04/02/2023,01:09,0,0,0,0,2.41,1.17,0
04/02/2023,02:09,0,0,0,0,2,0.41,0
04/02/2023,03:09,0,0,0,0,1.61,0.62,0
04/02/2023,04:09,0,0,0,0,1.28,1.24,0
04/02/2023,05:09,0,0,0,0,0.89,1.72,0
04/02/2023,06:09,0,0,0,0,0.38,1.86,0
04/02/2023,07:09,0,0,0,0,-1.83,1.86,0
04/02/2023,08:09,84,51,0,9.47,-0.73,1.72,0
04/02/2023,09:09,234.01,87,0,19.32,2.99,1.52,0
04/02/2023,10:09,366.01,112,0,27.59,7.5,1.17,0
04/02/2023,11:09,461.01,126,0,33.52,9.72,1.03,0
04/02/2023,12:09,475.01,150,0,36.31,11.45,0.9,0
04/02/2023,13:09,491.01,130,0,35.46,12.64,0.83,0
04/02/2023,14:09,461.01,97,0,31.14,13.3,0.83,0
04/02/2023,15:09,326.01,91,0,24.03,13.46,0.97,0
04/02/2023,16:09,178.01,64,0,14.96,13.01,1.1,0
04/02/2023,17:09,3,25.31,0,4.58,11.77,1.24,0
04/02/2023,18:09,0,0,0,0,9.25,1.38,0
04/02/2023,19:09,0,0,0,0,9.12,1.52,0
04/02/2023,20:09,0,0,0,0,8.12,1.45,0
04/02/2023,21:09,0,0,0,0,7.33,1.38,0
04/02/2023,22:09,0,0,0,0,6.74,1.31,0
04/02/2023,23:09,0,0,0,0,6.2,1.31,0
05/02/2023,00:09,0,0,0,0,5.53,1.52,0
05/02/2023,01:09,0,0,0,0,4.39,1.45,0
05/02/2023,02:09,0,0,0,0,3.04,0.83,0
05/02/2023,03:09,0,0,0,0,2.7,1.38,0
05/02/2023,04:09,0,0,0,0,3.2,2.07,0
05/02/2023,05:09,0,0,0,0,4.1,2.48,0
05/02/2023,06:09,0,0,0,0,4.44,2.55,0
05/02/2023,07:09,0,0,0,0,2.37,2.62,0
05/02/2023,08:09,92,48,0,9.66,2.78,2.62,0
05/02/2023,09:09,248.01,80,0,19.54,6.59,2.41,0
05/02/2023,10:09,388.01,100,0,27.83,10.44,1.79,0
05/02/2023,11:09,496.01,105,0,33.8,12.36,1.59,0
05/02/2023,12:09,504.01,133,0,36.61,13.59,1.38,0
05/02/2023,13:09,520.01,113,0,35.77,14.34,1.17,0
05/02/2023,14:09,448.01,106,0,31.43,14.61,1.1,0
05/02/2023,15:09,321.01,95,0,24.3,14.39,1.17,0
05/02/2023,16:09,179.01,65,0,15.2,13.55,1.38,0
05/02/2023,17:09,3,27.29,0,4.8,12,1.59,0
05/02/2023,18:09,0,0,0,0,9.37,1.66,0
05/02/2023,19:09,0,0,0,0,7.05,1.66,0
05/02/2023,20:09,0,0,0,0,6.68,1.59,0
05/02/2023,21:09,0,0,0,0,6.15,1.52,0
05/02/2023,22:09,0,0,0,0,5.15,1.52,0
05/02/2023,23:09,0,0,0,0,3.08,1.59,0
06/02/2023,00:09,0,0,0,0,1.26,1.79,0
06/02/2023,01:09,0,0,0,0,0.06,1.59,0
06/02/2023,02:09,0,0,0,0,-0.76,0.9,0
06/02/2023,03:09,0,0,0,0,-1.03,1.17,0
06/02/2023,04:09,0,0,0,0,-0.71,1.38,0
06/02/2023,05:09,0,0,0,0,-0.11,1.86,0
06/02/2023,06:09,0,0,0,0,-0.18,2.34,0
06/02/2023,07:09,0,0,0,0,-1.33,2.48,0
06/02/2023,08:09,97,47,0,9.85,-0.61,2.41,0
06/02/2023,09:09,249.01,81,0,19.76,4.51,2.07,0
06/02/2023,10:09,395.01,96,0,28.09,8.66,1.24,0
06/02/2023,11:09,496.01,106,0,34.08,10.26,0.9,0
06/02/2023,12:09,534.01,114,0,36.91,11.33,1.38,0
06/02/2023,13:09,520.01,113,0,36.07,11.91,1.93,0
06/02/2023,14:09,462.01,99,0,31.72,11.85,2.14,0
06/02/2023,15:09,333.01,90,0,24.56,11.54,1.72,0
06/02/2023,16:09,193.01,60,0,15.44,10.75,1.45,0
06/02/2023,17:09,4,29.02,0,5.02,9.32,1.52,0
06/02/2023,18:09,0,0,0,0,7.58,1.38,0
06/02/2023,19:09,0,0,0,0,6.35,1.17,0
06/02/2023,20:09,0,0,0,0,4.88,1.1,0
06/02/2023,21:09,0,0,0,0,4.13,0.97,0
06/02/2023,22:09,0,0,0,0,3.59,0.97,0
06/02/2023,23:09,0,0,0,0,2.83,0.97,0
07/02/2023,00:09,0,0,0,0,2.08,1.31,0
07/02/2023,01:09,0,0,0,0,1.42,1.45,0
07/02/2023,02:09,0,0,0,0,0.86,2,0
07/02/2023,03:09,0,0,0,0,0.67,2.28,0
07/02/2023,04:09,0,0,0,0,0.18,2.48,0
07/02/2023,05:09,0,0,0,0,-0.32,2.34,0
07/02/2023,06:09,0,0,0,0,-0.82,2.28,0
07/02/2023,07:09,0,0,0,0,-0.31,2.55,0
07/02/2023,08:09,11,70,0,10.05,-0.08,2.48,0
07/02/2023,09:09,75,160,0,19.98,1.3,1.86,0
07/02/2023,10:09,100,235,0,28.34,2.57,1.45,0
07/02/2023,11:09,72,287,0,34.37,4.04,1.31,0
07/02/2023,12:09,0,187,0,37.22,4.97,1.31,0
07/02/2023,13:09,57,300,0,36.38,5.52,1.38,0
07/02/2023,14:09,3,201,0,32.01,5.73,1.31,0
07/02/2023,15:09,3,158,0,24.83,4.44,1.38,0
07/02/2023,16:09,57,121,0,15.68,3.46,2,0
07/02/2023,17:09,27,22.89,0,5.24,2.35,1.52,0
07/02/2023,18:09,0,0,0,0,1.74,1.38,0
07/02/2023,19:09,0,0,0,0,1.48,1.24,0
07/02/2023,20:09,0,0,0,0,1.14,1.1,0
07/02/2023,21:09,0,0,0,0,1.16,0.97,0
07/02/2023,22:09,0,0,0,0,1.05,0.97,0
07/02/2023,23:09,0,0,0,0,1.17,0.9,0
08/02/2023,00:09,0,0,0,0,1.12,1.31,0
08/02/2023,01:09,0,0,0,0,1.04,1.79,0
08/02/2023,02:09,0,0,0,0,0.8,2.28,0
08/02/2023,03:09,0,0,0,0,0.81,2.48,0
08/02/2023,04:09,0,0,0,0,0.79,2.55,0
08/02/2023,05:09,0,0,0,0,0.76,2.21,0
08/02/2023,06:09,0,0,0,0,0.4,2.14,0
08/02/2023,07:09,0,0,0,0,0.89,2.28,0
08/02/2023,08:09,0,28,0,10.25,1.33,2.48,0
08/02/2023,09:09,0,94,0,20.21,2.18,2.48,0
08/02/2023,10:09,133,229,0,28.61,3.62,2.28,0
08/02/2023,11:09,487.01,109,0,34.66,5.12,1.79,0
08/02/2023,12:09,350.01,221,0,37.53,6.45,1.59,0
08/02/2023,13:09,380.01,195,0,36.69,6.69,1.52,0
08/02/2023,14:09,400.01,135,0,32.3,6.8,1.38,0
08/02/2023,15:09,36,203,0,25.1,7,1.31,0
08/02/2023,16:09,33,125,0,15.92,6.78,1.38,0
08/02/2023,17:09,39,18.41,0,5.46,6.22,1.24,0
08/02/2023,18:09,0,0,0,0,5.12,1.24,0
08/02/2023,19:09,0,0,0,0,3.81,1.17,0
08/02/2023,20:09,0,0,0,0,3.12,1.24,0
08/02/2023,21:09,0,0,0,0,2.41,1.17,0
08/02/2023,22:09,0,0,0,0,2.19,1.03,0
08/02/2023,23:09,0,0,0,0,2.49,0.97,0
09/02/2023,00:09,0,0,0,0,2.53,1.17,0
09/02/2023,01:09,0,0,0,0,2.45,1.38,0
09/02/2023,02:09,0,0,0,0,2.27,2,0
09/02/2023,03:09,0,0,0,0,2.21,2.34,0
09/02/2023,04:09,0,0,0,0,1.89,2.14,0
09/02/2023,05:09,0,0,0,0,1.68,1.93,0
09/02/2023,06:09,0,0,0,0,1.3,1.72,0
09/02/2023,07:09,0,0,0,0,1.33,1.93,0
09/02/2023,08:09,31,78,0,10.46,1.42,2.07,0
09/02/2023,09:09,12,151,0,20.45,2.62,2.41,0
09/02/2023,10:09,15,216,0,28.87,4.02,2.62,0
09/02/2023,11:09,341.01,201,0,34.96,5.43,2.34,0
09/02/2023,12:09,373.01,214,0,37.85,6.67,2.34,0
09/02/2023,13:09,10,258,0,37.01,7.62,2,0
09/02/2023,14:09,36,263,0,32.6,7.64,1.86,0
09/02/2023,15:09,60,212,0,25.37,7.53,1.72,0
09/02/2023,16:09,116,106,0,16.17,6.64,1.86,0
09/02/2023,17:09,41,19.73,0,5.68,5.42,1.93,0
09/02/2023,18:09,0,0,0,0,3.94,2.14,0
09/02/2023,19:09,0,0,0,0,3.12,2,0
09/02/2023,20:09,0,0,0,0,1.98,1.93,0
09/02/2023,21:09,0,0,0,0,1.44,1.93,0
09/02/2023,22:09,0,0,0,0,1.08,1.93,0
09/02/2023,23:09,0,0,0,0,0.98,2,0
10/02/2023,00:09,0,0,0,0,0.83,2.28,0
10/02/2023,01:09,0,0,0,0,0.34,2.62,0
10/02/2023,02:09,0,0,0,0,-0.17,3.59,0
10/02/2023,03:09,0,0,0,0,-0.53,4.07,0
10/02/2023,04:09,0,0,0,0,-0.71,4.14,0
10/02/2023,05:09,0,0,0,0,-1.18,4.21,0
10/02/2023,06:09,0,0,0,0,-1.28,4.21,0
10/02/2023,07:09,0,0,0,0,-0.95,4.21,0
10/02/2023,08:09,120.01,45,0,10.67,-0.45,4.14,0
10/02/2023,09:09,109,162,0,20.69,0.93,3.93,0
10/02/2023,10:09,336.01,146,0,29.14,2.66,3.45,0
10/02/2023,11:09,277.01,245,0,35.26,3.73,3.17,0
10/02/2023,12:09,535.01,130,0,38.17,4.48,2.97,0
10/02/2023,13:09,620.01,72,0,37.33,4.81,3.03,0
10/02/2023,14:09,512.01,85,0,32.9,4.76,3.17,0
10/02/2023,15:09,329.01,106,0,25.64,4.56,3.31,0
10/02/2023,16:09,222.01,57,0,16.41,3.84,3.03,0
10/02/2023,17:09,50,27,0,5.9,2.66,2.97,0
10/02/2023,18:09,0,0,0,0,1.54,2.97,0
10/02/2023,19:09,0,0,0,0,0.56,2.9,0
10/02/2023,20:09,0,0,0,0,0.02,2.76,0
10/02/2023,21:09,0,0,0,0,-0.17,2.76,0
10/02/2023,22:09,0,0,0,0,-0.12,2.34,0
10/02/2023,23:09,0,0,0,0,-0.11,2.41,0
11/02/2023,00:09,0,0,0,0,-0.05,1.86,0
11/02/2023,01:09,0,0,0,0,0.02,2.48,0
11/02/2023,02:09,0,0,0,0,0.14,3.03,0
11/02/2023,03:09,0,0,0,0,0.11,4.07,0
11/02/2023,04:09,0,0,0,0,0.25,4.62,0
11/02/2023,05:09,0,0,0,0,0.37,4.83,0
11/02/2023,06:09,0,0,0,0,0.52,4.76,0
11/02/2023,07:09,0,0,0,0,0.39,4.62,0
11/02/2023,08:09,123.01,45,0,10.89,0.81,4.48,0
11/02/2023,09:09,296.01,68,0,20.93,1.76,4.21,0
11/02/2023,10:09,442.01,84,0,29.42,3.07,3.59,0
11/02/2023,11:09,377.01,192,0,35.57,4.12,2.97,0
11/02/2023,12:09,465.01,172,0,38.5,5.18,2.34,0
11/02/2023,13:09,352.01,228,0,37.65,5.66,2.55,0
11/02/2023,14:09,266.01,225,0,33.2,5.85,2.07,0
11/02/2023,15:09,216.01,170,0,25.91,5.75,2.14,0
11/02/2023,16:09,222.01,58,0,16.65,5.12,2.21,0
11/02/2023,17:09,51,28,0,6.12,3.91,2,0
11/02/2023,18:09,0,0,0,0,2.35,2,0
11/02/2023,19:09,0,0,0,0,1.53,1.93,0
11/02/2023,20:09,0,0,0,0,1.16,1.79,0
11/02/2023,21:09,0,0,0,0,1.1,1.93,0
11/02/2023,22:09,0,0,0,0,1.2,1.86,0
11/02/2023,23:09,0,0,0,0,1.31,1.86,0
12/02/2023,00:09,0,0,0,0,1.35,1.59,0
12/02/2023,01:09,0,0,0,0,1.19,2.21,0
12/02/2023,02:09,0,0,0,0,1.2,3.24,0
12/02/2023,03:09,0,0,0,0,1.05,3.66,0
12/02/2023,04:09,0,0,0,0,1.1,3.93,0
12/02/2023,05:09,0,0,0,0,1.08,3.79,0
12/02/2023,06:09,0,0,0,0,1.09,3.45,0
12/02/2023,07:09,0,0,0,0,1.7,3.17,0
12/02/2023,08:09,76,69,0,11.11,1.9,3.17,0
12/02/2023,09:09,67,172,0,21.18,2.79,3.31,0
12/02/2023,10:09,238.01,196,0,29.7,4.13,2.97,0
